Unnamed: 0,url,title,sentence,political_affiliation,clickbait,sensationalism,title_vs_body,sentiment,toxicity
16,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"However, arguendo, even if the texts are authentic, they clearly read as self-deprecating and satirical humor making fun of the fact that liberals outlandishly and routinely call MAGA supporters ‘Nazis,’” he wrote in a statement to Politico",0,0,0,0,1,0
17,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"“In reality, Mr",0,0,0,0,1,0
18,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,Ingrassia has incredible support from the Jewish community because Jews know that Mr,0,0,0,0,1,0
19,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"Ingrassia is the furthest thing from a Nazi,” Paltzik added",0,0,0,0,1,0
20,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"In a subsequent statement to Politico, he said, “there are who cloak themselves in anonymity while executing their underhanded personal agendas to harm Mr",0,0,0,0,1,0
21,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"Ingrassia at all costs,” and that “we do not concede the authenticity of any of these purported messages",0,0,0,0,1,0
22,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"”

KFile has previously reported on Ingrassia’s history of racist invective and conspiratorial rants, and affinity for a well-known White nationalist and Holocaust denier",0,0,0,0,1,1
23,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,His nomination had drawn scrutiny over his past promotion of conspiracy theories and tweets from his podcast that included calls for martial law following Trump’s 2020 election loss and harsh anti-Israel rhetoric aimed at the GOP,1,0,0,0,1,0
24,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,Ingrassia also argued publicly that “straight White men” are the most intelligent demographic group and should be prioritized in education,0,0,0,0,1,0
25,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"Amid KFile’s initial reporting in July, the Trump administration insisted that Ingrassia had the backing of “many Jewish groups,” listing four — but most of those groups told CNN in July that they do not support him",1,0,0,0,1,0
26,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"On Tuesday, Morton Klein — president of the main Jewish group that had been backing Ingrassia’s nomination, Zionist Organization of America — told CNN in a statement, “If these text revelations are accurate, I have no choice but to immediately withdraw my support",0,0,0,0,1,0
27,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"In this time of a surge and growing antisemitism, it is incumbent upon all of us to fight even any hint of antisemitism or racism",0,0,0,0,1,0
28,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"”

Ingrassia, who was admitted to the bar only last summer, held a brief White House internship during Trump’s first term",1,0,0,0,1,0
29,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"This year, Ingrassia first worked as a White House liaison at the Justice Department before reportedly being pushed out and reassigned to the Department of Homeland Security",0,0,0,0,1,0
30,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"He would have marked a sharp departure from previous heads of the OSC, a role designed to be politically independent and to protect whistleblowers from retaliation",0,0,0,0,1,0
31,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"Rather than a long record of managerial or prosecutorial experience, typical of those who previously held the job, Ingrassia brought a fervent loyalty to Trump and a lengthy record of inflammatory statements",1,0,0,0,1,0
32,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,This story and headline have been updated with additional developments,0,0,0,0,1,0
33,https://www.cnn.com/2025/10/21/politics/paul-ingrassia-withdraw-hearing,Trump’s nominee for whistleblower office is withdrawn after reports of racist texts,"CNN’s Andrew Kaczynski, Em Steck, Morgan Rimmer, Ted Barrett and Annie Grayer contributed to this report",0,0,0,0,1,0
34,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,Democrats are talking to their voters who are desperate to fight,0,1,0,0,1,0
35,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,Republicans rarely reach beyond their base,1,1,0,0,1,0
36,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"And President Donald Trump, supposedly the world’s greatest dealmaker, is tuned out",1,1,0,0,1,0
37,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,This Washington stasis explains why no end is in sight to a government shutdown now tied for the second-longest ahead of Trump’s expected departure for Asia at the end of the week for summits,1,1,0,1,1,0
38,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"There’s no sign he’ll emulate his first predecessor, President Barack Obama, who canceled a tour of the region in 2013 because of a similar stalemate",0,1,0,0,1,0
39,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"“Plan B is open up the government,” Republican Senate Majority Leader John Thune told CNN’s Manu Raju on Tuesday, pledging to continue to pressure Democrats to accept a short-term House spending bill they’ve been blocking to try to force Republicans to extend expiring enhanced Affordable Care Act subsidies",1,1,0,0,1,0
40,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"As Congress keeps doing the same thing, with the same inconclusive result, the costs of the partial closure of federal operations are escalating",0,1,0,0,1,0
41,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,Hundreds of thousands of government workers are furloughed,0,1,0,0,1,0
42,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,The administration has fired several thousand more,0,1,0,0,1,0
43,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"On Monday, most specialists who oversee the US nuclear stockpile at the National Nuclear Security Administration got furlough notices",0,1,0,0,1,0
44,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"More air traffic control staffing shortages were reported over the weekend, in an ominous foreshadowing of potential travel crunches if the impasse drags on until Thanksgiving",0,1,0,0,1,0
45,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,And time is ticking down to the expiry of critical nutrition support for 42 million Americans next month,0,1,0,0,1,0
46,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,Significant pain is being inflicted on federal workers who have mortgages and car payments coming due and on millions of citizens who rely on the government,0,1,0,0,1,0
47,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,But it hasn’t yet reached leaders in both parties in sufficient volume to force them to seriously negotiate on a reopening,0,1,0,0,1,0
48,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"Three weeks in, neither side has moved beyond the first stage of shutdown politics — blaming the other",0,1,0,0,1,0
49,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"Democrats have succeeded in using the shutdown to create a platform for their demands for Republicans to agree to extend the enhanced ACA subsidies , without which millions of policies will shoot up in price at the end of the year",0,1,0,0,1,0
50,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"“This is day 20 of the Trump Republican shutdown and the government remains closed because Republicans have zero interest in actually providing affordable health care to everyday Americans,” House Democratic Minority leader Hakeem Jeffries told CNN’s Erin Burnett on Monday",1,1,0,0,1,0
51,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,“That’s the challenge that the country faces right now,0,1,0,0,1,0
52,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"”

But how do Democrats turn their success in elevating a key issue into a meaningful political victory? Republicans aren’t shifting an inch on their refusal to hold talks on Obamacare subsidies until the government is opened — thereby depriving Democrats of leverage",0,1,0,0,2,0
53,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,And calls by some House progressives for multiyear extensions of the subsidies before the standoff ends appear rather optimistic,0,1,0,0,2,0
54,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"Centrist Democratic senators, who might be looking for a way out, saw their position complicated this weekend by “ No Kings ” protests targeting Trump",1,1,0,0,1,0
55,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,They can hardly reach a compromise that looks like caving to the president after an estimated 7 million people got off their couches on Saturday to blast him as a wannabe dictator,0,1,0,0,1,0
56,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,But Democratic attempts to split the usually deal-hungry Trump from Republicans in Congress have so far failed,1,1,0,0,1,0
57,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"“What’s the way out of it? Trump,” Senate Minority Leader Chuck Schumer said on the podcast “The Checkup,” according to a transcript released by his office",0,1,0,0,1,0
58,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,But Democrats are proving less successful than Russian President Vladimir Putin at getting the commander in chief to change his mind,0,1,0,0,2,0
59,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,He’s expected to lunch with GOP senators at his new “Rose Garden Club” terrace at the White House on Tuesday in a show of GOP unity,1,1,0,0,1,0
60,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,New Jersey Democratic Sen,0,1,0,0,1,0
61,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,Cory Booker told CNN on Tuesday that Trump was absent from discussions,1,1,0,0,1,0
62,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,“He’s getting ready to do another trip overseas to negotiate on foreign policy issues,0,1,0,0,1,0
63,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"What he should be doing is calling Democrats to the White House and negotiating with us,” Booker said",0,1,0,0,1,0
64,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,“The urgencies are growing,0,1,0,0,1,0
65,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"But where is the president? Why is he doing nothing? Why isn’t he sitting down with people? Why isn’t he understanding that there’s no Democrat or Republican way to do this? It’s only a bipartisan way,” Booker said",0,1,0,0,1,0
66,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"Republicans, meanwhile, are enjoying their daily media appearances in which they slam Democrats for closing the government",0,1,0,0,0,0
67,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"House Speaker Mike Johnson on Monday kept his speechwriters busy finding new superlatives, accusing the opposition of pulling off the “most selfish, most dangerous political stunt in the history of the United States Congress",0,1,0,0,1,0
68,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"”

But Johnson is no closer to solving the GOP’s own conundrum",1,1,0,0,1,0
69,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"How does the party in power escape blame for huge hikes in Obamacare premiums if the subsidies expire? That tough reality explains why Democrats believe Trump, already blamed for massive Medicaid cuts , may eventually fold",0,1,0,0,0,0
70,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,And Republicans do understand the political threat,1,1,0,0,1,0
71,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"At the weekend, they twinned their willingness to talk about a solution — if the government reopens — with a call to reshape the 15-year-old health-care law, even though they’ve never proposed a viable replacement",0,1,0,0,1,0
72,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"“I have said that I’m absolutely open to having conversation, but we’re not going to extend a program that is wrought with fraud, waste and abuse,” Alabama Sen",1,1,0,0,0,0
73,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,Katie Britt told Dana Bash on CNN’s “State of the Union” Sunday,0,1,0,0,1,0
74,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"“Our health care system is broken, the system that they put in place,” she said",0,1,0,0,1,0
75,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,This will only make Democrats more wary of a deal,0,1,0,0,1,0
76,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,Reform of the ACA sounds a lot like a fresh attempt by the GOP to finally kill a law the party has been trying to eradicate since it was an idea in the 44th president’s first campaign,1,1,0,0,1,0
77,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"In the absence of any serious discussions to end the shutdown, political games are escalating on Capitol Hill",0,1,0,1,1,0
78,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"Johnson is keeping the House dark, arguing that his members did their job by voting last month to temporarily fund the government, apparently ignoring all the other duties of the people’s representatives",0,1,0,0,1,0
79,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"“I refuse to allow us to come back and engage in anything until the government’s reopened,” the speaker said Sunday on ABC News’ “This Week",0,1,0,0,1,0
80,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"”

One reason Johnson might not want his members in town is they could spoil his attempt to stifle dissent after complaints about the shutdown spilled out from Rep",0,1,0,0,1,0
81,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,Marjorie Taylor Greene and others,0,1,0,0,1,0
82,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"He’s also refusing to swear in new Democratic member Adelita Grijalva , who has pledged the deciding signature to force a vote on releasing the Jeffrey Epstein files, until the House fully returns to Washington",0,1,0,0,1,0
83,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"Democrats are meanwhile arguing that as terrible as the shutdown is, they are alleviating even greater misery by fighting to extend health care subsidies",0,1,0,0,1,0
84,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"In an odd way, the extreme realities of life in Trump’s Washington might be mitigating some of the political duress that usually boils up to end shutdowns",1,1,0,0,1,0
85,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,Furloughs of federal workers don’t seem so extreme after thousands were already fired in Trump’s federal government purge,1,1,0,0,1,0
86,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"And at a turbulent moment when Trump is trying to send troops into cities and posting bizarre AI videos, the rituals of a government shutdown seem routine by comparison",1,1,0,0,1,0
87,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"In a futile and now-familiar dance unlikely to be noticed much outside the Senate chamber, Thune held a vote to pass a stopgap funding bill to reopen the government Monday evening",0,1,0,0,1,0
88,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"But Democrats stood firm for the 11th time, depriving the measure of the 60 votes needed to break the filibuster",0,1,0,0,1,0
89,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,Thune may also bring up a bill this week to pay essential workers required to show up during the shutdown,0,1,0,0,1,0
90,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,The move might put Democrats in a tough spot,0,1,0,0,1,0
91,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,But they are likely to oppose any move that would allow Trump to pick and choose which workers get salaries,1,1,0,0,1,0
92,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"And in a signal that not all Republicans are on board with their leader’s strategy shift, Alabama GOP Sen",1,1,0,0,1,0
93,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,Tommy Tuberville argued Tuesday that the bill could alleviate incentives to end the crisis,1,1,0,0,0,0
94,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,"Trump has already announced that his administration has shuffled existing funds to paying military personnel and FBI officers, two of the few categories of government workers about whom he seems to care",1,1,0,0,1,0
95,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,His move lifted one of the usual sources of political heat that usually end up solving shutdowns,0,1,0,0,1,0
96,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,None of the others are working either,0,1,0,0,1,0
97,https://www.cnn.com/2025/10/21/politics/government-shutdown-congress-federal-workers-analysis,What’s happening to end the government shutdown? Nothing,This article has been updated with new reporting,0,1,0,0,1,0
98,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,"President Donald Trump said Tuesday that he “could be” seeking $230 million from his own Justice Department as compensation for past investigations into him, though he professed to have little knowledge of the specifics and said he would give the money to charity",1,0,0,1,1,0
99,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,"“It could be,” Trump responded when asked by CNN’s Kaitlan Collins about a New York Times report that he was seeking the money in connection with complaints he had filed about past DOJ investigations",1,0,0,1,1,0
100,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,“I don’t know about the numbers,0,0,0,0,1,0
101,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,I don’t even talk to them about it,0,0,0,0,1,0
102,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,All I know is that they would owe me a lot of money,0,0,0,0,1,0
103,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,But I’m not looking for money,0,0,0,0,1,0
104,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,"I’d give it to charity or something,” Trump said in the Oval Office",1,0,0,0,1,0
105,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,"Though many of the details remain unclear, Trump acknowledged the unprecedented nature of the situation in which he would be potentially “paying himself” damages to resolve claims that the Justice Department under his predecessor had wronged him",1,0,0,1,1,0
106,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,"“With the country, it’s interesting, because I’m the one that makes the decision,” Trump said Tuesday",1,0,0,0,1,0
107,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,“It’s awfully strange to make a decision where I’m paying myself,0,0,0,0,1,0
108,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,"In other words, did you ever have one of those cases where you have to decide how much you’re paying yourself in damages?” he said",0,0,0,0,1,0
109,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,A settlement to Trump would come from taxpayer funds,1,0,0,0,1,0
110,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,"Trump has long claimed the Justice Department was weaponized against him, focusing his ire on the two federal indictments brought against him after his first term",1,0,0,1,1,0
111,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,Both cases were dropped after he won ree﻿lection last year,0,0,0,0,1,0
112,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,"Trump argued Tuesday that he was damaged by the investigations into him and suggested he deserved to be paid for that, but added that he’d give away the money or use it to renovate the White House",1,0,0,0,1,0
113,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,"“As far as all of the litigation … they probably owe me a lot of money, but if I get money from our country, I’ll do something nice with it,” he said",0,0,0,0,1,0
114,https://www.cnn.com/2025/10/21/politics/justice-department-trump-compensenation,Trump says he ‘could be’ seeking $230 million from his own Justice Department,"The New York Times reported Tuesday on that Trump was seeking $230 million in compensation and that any settlement might be approved by Justice Department officials who defended Trump, or those around him, during the investigations",1,0,0,1,1,0
